KO,F101_0.22_B,F101_0.22_S,F103_0.22_B,F103_0.22_S,F107_0.22_B,F107_0.22_S
K01055,1,1,1,1,1,1
K01056,1,1,1,1,1,1
K01057,1,1,1,1,1,1
K01058,1,1,1,1,1,1
K01059,0,0,0,0,0,0
K01060,1,1,1,1,1,1
K01061,1,1,1,1,1,1
K01062,1,0,1,0,1,1
K01065,0,0,0,0,0,0
K01066,1,1,1,1,1,1
K01067,1,1,1,1,1,1
K01068,0,0,1,0,0,1
K01069,1,1,1,1,1,1
K01070,1,1,1,1,1,1
K01071,0,0,1,0,1,1
K01073,1,1,1,1,1,1
K01074,1,1,1,1,1,1
K01075,1,1,1,1,1,1
K01077,1,1,1,1,1,1
K01078,1,1,1,1,1,1
K01079,1,1,1,1,1,1
K01080,0,0,0,0,1,0
K01081,1,1,1,1,1,1
K01082,1,1,1,1,1,1
K01083,1,1,1,1,1,1
K01085,0,0,0,0,0,0
K01087,1,1,1,1,1,1
K01089,1,1,1,1,1,1
K01090,1,1,1,1,1,1
K01091,1,1,1,1,1,1
K01092,1,1,1,1,1,1
K01093,0,0,1,0,1,1
K01095,1,1,1,1,1,1
K01096,1,1,1,1,1,1
K01097,0,0,1,0,1,0
K01099,1,0,1,1,1,1
K01100,0,1,1,1,1,1
K01101,1,1,1,1,1,1
K01102,0,0,0,0,1,0
K01103,1,1,1,1,1,1
K01104,1,1,1,1,1,1
K01106,0,0,0,0,1,0
K01107,0,0,0,0,0,0
K01108,0,0,1,0,1,1
K01109,0,0,0,0,0,1
K01110,0,0,1,0,1,1
K01112,1,1,1,1,1,1
K01113,1,1,1,1,1,1
K01114,1,1,1,1,1,1
K01115,0,1,1,0,1,0
K01116,0,0,0,0,0,1
K01117,1,1,1,1,1,1
K01118,1,1,1,1,1,1
K01119,1,1,1,1,1,1
K01120,1,0,1,1,1,1
K01121,0,0,0,0,0,0
K01125,0,0,0,0,1,0
K01126,1,1,1,1,1,1
K01127,1,1,1,1,1,1
K01128,1,1,1,1,1,1
K01129,1,1,1,1,1,1
K01130,1,1,1,1,1,1
K01131,1,1,1,1,1,1
K01132,1,1,1,1,1,1
K01133,1,1,1,1,1,1
K01134,1,1,1,1,1,1
K01135,1,1,1,1,1,1
K01136,1,1,1,1,1,1
K01137,1,1,1,1,1,1
K01138,1,1,1,1,1,1
K01139,1,1,1,1,1,1
K01141,1,1,1,1,1,1
K01142,1,1,1,1,1,1
K01143,1,1,1,1,1,1
K01144,1,1,1,1,1,1
K01146,1,1,1,1,1,1
K01147,1,1,1,1,1,1
K01148,0,0,0,0,1,0
K01150,1,1,1,1,1,1
K01151,1,1,1,1,1,1
K01152,1,0,1,0,1,1
K01153,1,1,1,1,1,1
K01154,1,1,1,1,1,1
K01155,1,1,1,1,1,1
K01156,1,1,1,1,1,1
K01158,0,0,0,0,1,1
K01159,1,1,1,1,1,1
K01160,1,0,1,1,1,0
K01161,1,1,1,1,1,1
K01163,0,0,0,0,1,0
K01164,0,0,1,0,1,1
K01165,0,0,1,0,1,1
K01166,1,0,1,0,1,1
K01167,0,0,0,0,0,0
K01169,0,0,0,0,0,0
K01170,1,1,1,1,1,1
K01172,1,1,1,1,0,1
K01173,1,1,1,1,1,1
K01174,1,1,1,1,1,1
K01175,1,1,1,1,1,1
K01176,1,1,1,1,1,1
K01177,1,0,1,1,1,0
K01178,1,1,1,1,1,1
K01179,1,1,1,1,1,1
K01180,0,0,0,0,0,0
K01181,1,1,1,1,1,1
K01182,1,1,1,1,1,1
K01183,1,1,1,1,1,1
K01184,0,0,1,0,1,0
K01185,1,1,1,1,1,1
K01186,1,1,1,1,1,1
K01187,1,1,1,1,1,1
K01188,1,1,1,1,1,1
K01189,0,0,0,0,1,0
K01190,1,1,1,1,1,1
K01191,1,1,1,1,1,1
K01192,1,1,1,1,1,1
K01193,1,1,1,1,1,1
K01194,1,1,1,1,1,1
K01195,1,1,1,1,1,1
K01197,1,1,1,1,1,1
K01198,1,1,1,1,1,1
K01199,1,1,1,1,1,1
K01200,1,1,1,1,1,1
K01201,1,1,1,1,1,1
K01202,0,0,0,0,1,1
K01204,0,0,0,0,1,1
K01205,1,0,1,1,1,1
K01206,1,1,1,1,1,1
K01207,1,1,1,1,1,1
K01208,1,1,1,1,1,1
K01209,1,1,1,1,1,1
K01210,1,1,1,1,1,1
K01212,1,1,1,1,1,1
K01213,0,0,1,0,1,0
K01214,0,0,0,0,0,0
K01215,0,0,0,0,0,1
K01216,1,1,1,1,1,1
K01217,0,0,0,0,0,0
K01218,0,0,1,0,0,0
K01219,1,1,1,1,1,1
K01220,0,0,0,0,0,0
K01222,0,0,1,0,0,1
K01223,0,0,1,0,0,1
K01224,1,1,1,1,1,1
K01225,1,0,1,0,1,1
K01226,1,0,1,0,0,1
K01227,1,1,1,1,1,0
K01228,0,0,0,0,1,1
K01229,0,0,0,0,1,0
K01230,1,0,1,1,1,1
K01231,0,0,1,0,1,1
K01232,0,0,0,0,0,0
K01233,0,0,0,0,0,0
K01235,0,0,1,0,1,1
K01236,0,0,1,1,1,0
K01238,1,1,1,1,1,1
K01239,1,1,1,1,1,1
K01241,1,1,1,1,1,1
K01243,1,1,1,1,1,1
K01244,1,1,1,1,1,1
K01245,0,0,0,0,0,1
K01246,1,1,1,1,1,1
K01247,1,1,1,1,1,1
K01250,1,1,1,1,1,1
K01251,1,1,1,1,1,1
K01252,1,0,1,0,0,1
K01253,1,1,1,1,1,1
K01254,0,1,1,1,1,1
K01255,1,1,1,1,1,1
K01256,1,1,1,1,1,1
K01258,1,1,1,1,1,1
K01259,1,1,1,1,1,1
K01260,0,0,1,0,1,0
K01261,0,0,0,1,1,0
K01262,1,1,1,1,1,1
K01263,1,0,1,0,1,1
K01264,1,1,1,1,1,1
K01265,1,1,1,1,1,1
K01266,1,1,1,1,1,1
K01267,1,1,1,1,1,1
K01268,1,0,1,1,1,1
K01269,1,1,1,1,1,1
K01270,1,1,1,1,1,1
K01271,1,1,1,1,1,1
K01273,1,1,1,1,1,1
K01274,1,1,1,1,1,1
K01275,0,0,0,0,1,1
K01276,0,0,0,0,1,0
K01277,1,1,1,1,1,1
K01278,1,1,1,1,1,1
K01279,0,0,1,1,1,1
K01280,1,0,1,0,1,1
K01281,1,1,1,1,1,1
K01282,0,0,0,0,0,0
K01283,1,1,1,1,1,1
K01284,1,1,1,1,1,1
K01285,0,0,1,1,1,1
K01286,1,1,1,1,1,1
K01288,0,0,1,0,1,0
K01290,0,0,0,0,0,0
K01291,0,0,0,0,0,0
K01292,0,0,1,0,1,1
K01294,0,0,1,0,1,0
K01295,1,1,1,1,1,1
K01296,0,0,0,0,0,0
K01297,1,1,1,1,1,1
K01298,0,0,1,0,1,1
K01299,1,1,1,1,1,1
K01300,1,0,1,0,1,1
K01301,1,1,1,1,1,1
K01303,1,1,1,1,1,1
K01304,1,1,1,1,1,1
K01305,1,1,1,1,1,1
K01307,1,0,1,0,1,1
K01308,1,1,1,1,1,1
K01310,0,0,0,0,0,0
K01311,0,0,0,0,0,0
K01312,1,1,1,1,1,1
K01313,0,0,0,0,0,0
K01314,0,0,0,0,0,0
K01315,0,0,1,0,1,1
K01316,0,0,1,0,1,0
K01317,0,0,0,0,1,0
K01318,0,0,0,0,0,0
K01319,0,0,0,0,0,0
K01320,0,0,1,0,1,0
K01321,0,0,0,0,0,0
K01322,1,1,1,1,1,1
K01323,0,0,1,0,1,1
K01324,0,0,0,0,1,0
K01325,0,0,0,0,0,0
K01326,0,0,0,0,0,0
K01327,0,0,0,0,0,0
K01328,0,0,0,0,1,0
K01329,0,0,0,0,0,0
K01330,0,0,0,0,0,0
K01331,1,0,1,1,0,1
K01334,0,0,0,0,0,0
K01336,1,1,1,1,1,1
K01337,1,1,1,1,1,1
K01338,1,1,1,1,1,1
K01340,1,1,1,1,0,1
K01341,0,0,1,0,1,1
K01342,1,1,1,1,1,1
K01343,1,0,1,0,0,1
K01344,0,0,1,0,1,0
K01345,0,0,0,0,0,0
K01346,0,0,0,0,0,0
K01348,1,1,1,1,0,1
K01349,1,0,1,1,1,1
K01350,0,0,0,0,0,0
K01352,0,0,0,0,0,0
K01353,1,0,0,0,0,0
K01354,1,1,1,1,1,1
K01355,0,0,0,0,0,0
K01356,1,1,1,1,1,1
K01358,1,1,1,1,1,1
K01359,0,0,1,0,1,0
K01360,1,1,1,1,1,1
K01361,0,0,1,0,1,1
K01362,1,1,1,1,1,1
K01363,1,0,1,1,1,1
K01364,0,0,0,0,1,0
K01365,1,1,1,1,1,1
K01366,0,0,1,0,1,1
K01367,0,0,0,0,0,1
K01368,0,0,0,0,0,0
K01369,1,0,0,0,1,1
K01371,0,0,0,0,0,0
K01372,1,1,1,1,1,1
K01373,0,0,0,0,1,0
K01374,0,0,0,0,0,0
K01375,0,0,0,0,0,0
K01376,1,1,1,1,1,1
K01377,0,0,0,0,1,0
K01378,0,0,0,0,1,0
K01379,1,0,1,0,1,1
K01380,0,0,0,0,1,0
K01381,1,0,0,0,1,0
K01382,0,0,0,0,1,0
K01385,0,0,0,0,0,0
K01386,0,0,0,0,1,1
K01387,1,1,1,1,1,1
K01388,0,0,0,0,0,0
K01389,0,0,0,0,0,0
K01390,1,0,0,0,0,1
K01392,1,1,1,1,1,1
K01393,0,0,1,0,1,1
K01394,1,0,1,1,1,0
K01396,0,0,0,0,0,0
K01397,0,0,1,0,1,0
K01398,0,0,0,0,0,0
K01399,0,0,0,0,0,0
K01400,1,0,1,1,1,1
K01401,0,0,0,0,0,0
K01403,0,0,0,0,0,0
K01404,0,0,0,0,1,0
K01405,0,0,1,0,1,0
K01406,1,1,1,1,1,1
K01407,1,1,1,1,1,1
K01408,1,1,1,1,1,1
K01409,1,1,1,1,1,1
K01410,0,0,1,1,1,0
K01411,0,1,1,1,1,1
K01412,1,1,1,1,1,1
K01413,1,0,1,0,0,0
K01414,1,1,1,1,1,1
K01415,1,1,1,1,1,1
K01416,0,0,0,0,0,0
K01417,1,1,1,1,1,1
K01419,1,1,1,1,1,1
K01420,1,1,1,1,1,1
K01421,0,0,0,0,0,0
K01422,1,1,1,1,1,1
K01424,1,1,1,1,1,1
K01425,1,1,1,1,1,1
K01426,1,1,1,1,1,1
K01427,0,0,1,1,1,1
K01428,1,1,1,1,1,1
K01429,1,1,1,1,1,1
K01430,1,1,1,1,1,1
K01431,1,1,1,1,1,1
K01432,1,1,1,1,1,1
K01433,1,1,1,1,1,1
K01434,1,1,1,1,1,1
K01435,0,0,0,0,0,0
K01436,1,1,1,1,1,1
K01437,1,1,1,1,1,1
K01438,1,1,1,1,1,1
K01439,1,1,1,1,1,1
K01440,0,0,0,0,0,0
K01441,0,0,0,0,0,0
K01442,1,1,1,1,1,1
K01443,1,1,1,1,1,1
K01444,1,1,1,1,1,1
K01446,1,0,1,1,1,1
K01447,1,1,1,1,1,1
K01448,1,1,1,1,1,1
K01449,1,1,1,1,1,1
K01450,0,0,1,0,0,0
K01451,1,1,1,1,1,1
K01452,1,1,1,1,1,1
K01453,1,1,1,1,1,1
K01455,1,1,1,1,1,1
K01456,0,0,1,0,1,1
K01457,1,1,1,1,1,1
K01458,1,1,1,1,1,1
K01459,1,1,1,1,1,1
K01460,0,0,0,0,0,0
K01461,1,1,1,1,1,1
K01462,1,1,1,1,1,1
K01463,1,1,1,1,1,1
K01464,1,1,1,1,1,1
K01465,1,1,1,1,1,1
K01466,1,1,1,1,1,1
K01467,1,1,1,1,1,1
K01468,1,1,1,1,1,1
K01469,1,1,1,1,1,1
K01470,1,1,1,1,1,1
K01471,1,0,1,0,1,1
K01473,1,1,1,1,1,1
K01474,1,1,1,1,1,1
K01476,1,1,1,1,1,1
K01477,1,1,1,1,1,1
K01478,1,1,1,1,1,1
K01479,1,1,1,1,1,1
K01480,1,1,1,1,1,1
K01481,0,0,0,0,1,0
K01482,1,1,1,1,1,1
K01483,1,1,1,1,1,1
K01484,1,1,1,1,1,1
K01485,1,1,1,1,1,1
K01486,1,1,1,1,1,1
K01487,1,1,1,1,1,1
K01488,1,1,1,1,1,1
K01489,1,1,1,1,1,1
K01490,0,0,1,1,1,1
K01491,1,1,1,1,1,1
K01492,0,0,1,0,0,0
K01493,1,1,1,1,1,1
K01494,1,1,1,1,1,1
K01495,1,1,1,1,1,1
K01496,1,1,1,1,1,1
K01497,1,1,1,1,1,1
K01498,0,0,0,0,0,0
K01499,1,1,1,1,1,1
K01501,1,1,1,1,1,1
K01502,1,1,1,1,1,1
K01505,1,1,1,1,1,1
K01507,1,1,1,1,1,1
K01509,0,1,1,1,1,1
K01510,0,0,1,0,1,1
K01511,0,0,0,0,0,0
K01512,1,1,1,1,1,1
K01513,0,0,1,0,1,1
K01514,0,0,1,1,1,0
K01515,1,1,1,1,1,1
K01517,0,0,1,1,1,0
K01518,1,0,1,0,1,1
K01519,1,1,1,1,1,1
K01520,1,1,1,1,1,1
K01521,0,0,0,0,0,0
K01522,0,0,1,0,1,0
K01523,1,1,1,1,1,1
K01524,1,1,1,1,1,1
K01525,1,1,1,1,1,1
K01527,1,0,1,1,1,1
K01528,1,1,1,1,1,1
K01530,0,0,1,1,1,1
K01531,0,0,0,0,0,1
K01533,1,1,1,1,1,1
K01534,1,1,1,1,1,1
K01535,1,1,1,1,1,1
K01537,1,1,1,1,1,1
K01539,0,1,1,1,1,1
K01541,0,0,0,0,0,0
K01544,0,0,0,0,0,0
K01546,1,1,1,1,1,1
K01547,1,0,1,1,1,1
K01548,1,0,1,0,1,1
K01551,1,1,1,1,1,1
K01555,1,1,1,1,1,1
K01556,1,1,1,1,1,1
K01557,1,1,1,1,1,1
K01560,1,1,1,1,1,1
K01561,1,1,1,1,1,1
K01562,0,0,1,0,1,1
K01563,1,1,1,1,1,1
K01565,1,1,1,1,1,1
K01567,1,1,1,1,1,1
K01568,0,0,0,0,0,0
K01569,0,0,0,0,0,0
K01571,1,1,1,1,1,1
K01572,1,1,1,1,1,1
K01573,1,1,1,0,0,1
K01574,1,1,1,1,1,1
K01575,1,1,1,1,1,1
K01576,1,1,1,1,1,1
K01577,1,1,1,1,1,1
K01578,1,1,1,1,1,1
K01579,1,1,1,1,1,1
K01580,1,1,1,1,1,1
K01581,1,1,1,1,1,1
K01582,1,1,1,1,1,1
K01583,1,1,1,1,1,1
K01584,1,1,1,1,1,1
K01585,1,1,1,1,1,1
K01586,1,1,1,1,1,1
K01587,0,0,0,0,0,0
K01588,1,1,1,1,1,1
K01589,1,1,1,1,1,1
K01590,1,0,1,1,1,1
K01591,1,1,1,1,1,1
K01592,0,0,0,0,1,1
K01593,1,1,1,1,1,1
K01594,1,1,1,1,1,1
K01595,1,1,1,1,1,1
K01596,1,1,1,1,1,1
K01597,1,1,1,1,1,1
K01598,1,1,1,1,1,1
K01599,1,1,1,1,1,1
K01601,1,1,1,1,1,1
K01602,1,1,1,1,1,1
K01607,1,1,1,1,1,1
K01608,0,1,1,1,0,0
K01609,1,1,1,1,1,1
K01610,1,1,1,1,1,1
K01611,1,1,1,1,1,1
K01612,1,0,1,0,1,1
K01613,1,1,1,1,1,1
K01615,0,0,1,0,1,0
K01616,1,1,1,1,0,1
K01617,1,1,1,1,1,1
K01619,1,1,1,1,1,1
K01620,1,1,1,1,1,1
K01621,0,0,0,0,0,0
K01622,1,1,1,1,1,0
K01623,1,1,1,1,1,1
K01624,1,1,1,1,1,1
K01625,1,1,1,1,1,1
K01626,1,1,1,1,1,1
K01627,1,1,1,1,1,1
K01628,1,1,1,1,1,1
K01629,0,0,1,0,1,1
K01630,1,1,1,1,1,1
K01631,1,1,1,1,1,1
K01633,1,1,1,1,1,1
K01634,1,1,1,1,1,1
K01635,1,1,1,1,1,1
K01637,1,1,1,1,1,1
K01638,1,1,1,1,1,1
K01639,1,1,1,1,1,1
K01640,1,1,1,1,1,1
K01641,1,1,1,1,1,1
K01643,0,0,0,0,0,0
K01644,1,1,1,1,1,1
K01646,0,0,0,0,0,0
K01647,1,1,1,1,1,1
K01648,0,0,1,0,1,1
K01649,1,1,1,1,1,1
K01652,1,1,1,1,1,1
K01653,1,1,1,1,1,1
K01654,1,1,1,1,1,1
K01655,0,0,0,0,0,0
K01656,0,0,0,0,0,1
K01657,1,1,1,1,1,1
K01658,1,1,1,1,1,1
K01659,1,1,1,1,1,1
K01661,1,1,1,1,1,1
K01662,1,1,1,1,1,1
K01663,1,1,1,1,1,1
K01664,1,1,1,1,1,1
K01665,1,1,1,1,1,1
K01666,1,1,1,1,1,1
K01667,1,1,1,1,1,1
K01668,0,0,1,0,1,0
K01669,1,1,1,1,1,1
K01671,0,1,0,0,0,0
K01672,0,0,0,0,0,0
K01673,1,1,1,1,1,1
K01674,1,1,1,1,1,1
K01676,1,1,1,1,1,1
K01677,0,0,0,0,0,0
K01678,0,0,0,0,0,0
K01679,1,1,1,1,1,1
K01681,1,1,1,1,1,1
K01682,1,1,1,1,1,1
K01684,1,1,1,1,1,1
K01685,1,1,1,1,1,1
K01686,1,1,1,1,1,1
K01687,1,1,1,1,1,1
K01689,1,1,1,1,1,1
K01690,1,1,1,1,1,1
K01692,1,1,1,1,1,1
K01693,1,1,1,1,1,1
K01694,1,1,1,1,1,1
K01695,1,1,1,1,1,1
K01696,1,1,1,1,1,1
K01697,1,1,1,1,1,1
K01698,1,1,1,1,1,1
K01699,1,1,1,1,1,1
K01702,1,1,1,1,1,1
K01703,1,1,1,1,1,1
K01704,1,1,1,1,1,1
K01705,0,0,0,0,0,0
K01706,1,1,1,1,1,1
K01707,1,0,1,0,1,1
K01708,1,1,1,1,1,1
K01709,1,1,1,1,1,1
K01710,1,1,1,1,1,1
K01711,1,1,1,1,1,1
K01712,1,1,1,1,1,1
K01713,1,1,1,1,1,1
K01714,1,1,1,1,1,1
K01715,1,1,1,1,1,1
K01716,1,1,1,1,1,1
K01719,1,1,1,1,1,1
K01720,1,1,1,1,1,1
K01721,1,1,1,1,1,1
K01724,1,1,1,1,1,1
K01725,1,1,1,1,1,1
K01727,0,0,0,0,1,0
K01728,1,1,1,1,1,1
K01729,1,1,1,1,1,1
K01730,1,1,1,1,0,1
K01731,0,0,0,0,0,0
K01733,1,1,1,1,1,1
K01734,1,1,1,1,1,1
K01735,1,1,1,1,1,1
K01736,1,1,1,1,1,1
K01737,1,1,1,1,1,1
K01738,1,1,1,1,1,1
K01739,1,1,1,1,1,1
K01740,1,1,1,1,1,1
K01741,0,0,0,0,1,0
K01744,1,1,1,1,1,1
K01745,1,1,1,1,1,1
K01746,1,0,1,1,1,1
K01749,1,1,1,1,1,1
K01750,1,1,1,1,1,1
K01751,1,1,1,1,1,1
K01752,1,1,1,1,1,1
K01753,1,1,1,1,1,1
K01754,1,1,1,1,1,1
K01755,1,1,1,1,1,1
K01756,1,1,1,1,1,1
K01757,0,0,0,0,0,0
K01758,1,1,1,1,1,1
K01759,1,1,1,1,1,1
K01760,1,1,1,1,1,1
K01761,1,1,1,1,1,1
K01762,0,0,1,1,1,1
K01763,0,0,0,0,0,0
K01764,0,1,1,1,1,1
K01766,1,0,1,0,1,1
K01768,1,1,1,1,1,1
K01769,1,1,1,1,1,1
K01770,1,1,1,1,1,1
K01771,1,0,1,0,1,0
K01772,1,1,1,1,1,1
K01775,1,1,1,1,1,1
K01776,1,1,1,1,1,1
K01777,1,1,1,1,1,1
K01778,1,1,1,1,1,1
K01779,1,1,1,1,1,1
K01781,1,1,1,1,1,1
K01782,1,1,1,1,1,1
K01783,1,1,1,1,1,1
K01784,1,1,1,1,1,1
K01785,1,1,1,1,1,1
K01787,1,1,1,1,1,1
K01788,1,1,1,1,1,1
K01790,1,1,1,1,1,1
K01791,1,1,1,1,1,1
K01792,1,1,1,1,1,1
K01793,1,0,1,1,1,1
K01794,0,0,0,0,0,0
K01795,1,1,1,1,1,1
K01796,1,1,1,1,1,1
K01799,1,1,1,1,1,1
K01800,1,1,1,1,1,1
K01802,1,1,1,1,1,1
K01803,1,1,1,1,1,1
K01804,1,1,1,1,1,1
K01805,1,1,1,1,1,1
K01807,1,1,1,1,1,1
K01808,1,1,1,1,1,1
K01809,1,1,1,1,1,1
K01810,1,1,1,1,1,1
K01811,1,1,1,1,1,1
K01812,1,1,1,1,1,1
K01813,1,1,1,1,1,1
K01814,1,1,1,1,1,1
K01815,1,1,1,1,1,1
K01816,1,1,1,1,1,1
K01817,1,1,1,1,1,1
K01818,1,1,1,1,1,1
K01819,0,0,0,0,0,0
K01820,1,1,1,1,1,1
K01821,1,1,1,1,1,1
K01822,1,1,1,1,1,1
K01823,1,1,1,1,1,1
K01825,1,1,1,1,1,1
K01826,1,1,1,1,1,1
K01829,1,1,1,1,1,1
K01830,1,1,1,1,1,1
K01832,0,0,0,0,0,0
K01834,1,1,1,1,1,1
K01835,1,1,1,1,1,1
K01836,0,0,1,1,1,0
K01837,0,0,0,0,0,0
K01838,1,1,1,1,1,1
K01839,1,1,1,1,1,1
K01840,1,1,1,1,1,1
K01841,1,1,1,1,1,1
K01843,1,1,1,1,1,1
K01844,0,0,0,0,0,0
K01845,1,1,1,1,1,1
K01846,0,0,1,0,1,0
K01847,1,1,1,1,1,1
K01848,1,1,1,1,1,1
K01849,1,1,1,1,1,1
K01850,0,0,1,1,1,1
K01851,1,1,1,1,1,1
K01852,0,0,0,0,0,0
K01853,0,1,1,1,1,0
K01854,1,1,1,1,1,1
K01855,0,0,1,0,1,0
K01856,1,1,1,1,1,1
K01857,1,1,1,1,1,1
K01858,1,1,1,1,1,1
K01860,1,1,1,1,1,1
K01865,1,1,1,1,1,1
K01866,1,1,1,1,1,1
K01867,1,1,1,1,1,1
K01868,1,1,1,1,1,1
K01869,1,1,1,1,1,1
K01870,1,1,1,1,1,1
K01872,1,1,1,1,1,1
K01873,1,1,1,1,1,1
K01874,1,1,1,1,1,1
K01875,1,1,1,1,1,1
K01876,1,1,1,1,1,1
K01878,1,1,1,1,1,1
K01879,1,1,1,1,1,1
K01880,1,1,1,1,1,1
K01881,1,1,1,1,1,1
K01883,1,1,1,1,1,1
K01884,1,1,1,1,1,1
K01885,1,1,1,1,1,1
K01886,1,1,1,1,1,1
K01887,1,1,1,1,1,1
K01889,1,1,1,1,1,1
K01890,1,1,1,1,1,1
K01892,1,1,1,1,1,1
K01893,1,1,1,1,1,1
K01894,1,1,1,1,1,1
K01895,1,1,1,1,1,1
K01896,0,0,1,0,1,1
K01897,1,1,1,1,1,1
K01899,1,1,1,1,1,1
K01900,0,0,1,1,1,1
K01902,1,1,1,1,1,1
K01903,1,1,1,1,1,1
K01904,1,1,1,1,1,1
K01905,1,1,1,1,1,1
K01906,1,1,1,1,1,1
K01907,1,1,1,1,1,1
K01908,1,1,1,1,1,1
K01909,1,1,1,1,1,1
K01910,0,0,1,0,0,1
K01911,1,1,1,1,1,1
K01912,1,1,1,1,1,1
K01914,1,0,1,0,0,1
K01915,1,1,1,1,1,1
K01916,1,1,1,1,1,1
K01917,1,1,1,1,1,1
K01918,1,1,1,1,1,1
K01919,1,1,1,1,1,1
K01920,1,1,1,1,1,1
K01921,1,1,1,1,1,1
K01922,0,0,1,1,1,1
K01923,1,1,1,1,1,1
K01924,1,1,1,1,1,1
K01925,1,1,1,1,1,1
K01926,1,1,1,1,1,1
K01928,1,1,1,1,1,1
K01929,1,1,1,1,1,1
K01930,0,0,1,1,1,1
K01931,0,0,0,0,0,0
K01932,1,1,1,1,1,1
K01933,1,1,1,1,1,1
K01934,1,1,1,1,1,1
K01935,1,1,1,1,1,1
K01937,1,1,1,1,1,1
K01938,1,1,1,1,1,1
K01939,1,1,1,1,1,1
K01940,1,1,1,1,1,1
K01941,1,1,1,1,1,1
K01942,0,0,0,0,0,1
K01945,1,1,1,1,1,1
K01947,1,1,1,1,0,1
K01948,0,0,1,1,1,1
K01949,0,0,0,0,0,0
K01950,1,1,1,1,1,1
K01951,1,1,1,1,1,1
K01952,1,1,1,1,1,1
K01953,1,1,1,1,1,1
K01954,0,0,0,0,0,0
K01955,1,1,1,1,1,1
K01956,1,1,1,1,1,1
K01958,1,1,1,1,1,1
K01959,1,1,1,1,1,1
K01960,1,1,1,1,1,1
K01961,1,1,1,1,1,1
K01962,1,1,1,1,1,1
K01963,1,1,1,1,1,1
K01964,1,1,1,1,1,1
K01965,1,1,1,1,1,1
K01966,1,1,1,1,1,1
K01968,1,1,1,1,1,1
K01969,1,1,1,1,1,1
K01971,1,1,1,1,1,1
K01972,1,1,1,1,1,1
K01973,0,0,0,0,0,0
K01974,1,1,1,1,1,1
K01975,1,1,1,1,1,1
K01988,0,0,0,0,1,0
K01989,1,1,1,1,1,1
K01990,1,1,1,1,1,1
K01991,1,1,1,1,1,1
K01992,1,1,1,1,1,1
K01993,1,1,1,1,1,1
K01994,0,0,0,0,0,0
K01995,1,1,1,1,1,1
K01996,1,1,1,1,1,1
K01997,1,1,1,1,1,1
K01998,1,1,1,1,1,1
K01999,1,1,1,1,1,1
K02000,1,1,1,1,1,1
K02001,1,1,1,1,1,1
K02002,1,1,1,1,1,1
K02003,1,1,1,1,1,1
K02004,1,1,1,1,1,1
K02005,1,1,1,1,1,1
K02006,1,1,1,1,1,1
K02007,1,1,1,1,1,1
K02008,1,1,1,1,1,1
K02009,0,0,0,0,0,0
K02010,1,1,1,1,1,1
K02011,1,1,1,1,1,1
K02012,1,1,1,1,1,1
K02013,1,1,1,1,1,1
K02014,1,1,1,1,1,1
K02015,1,1,1,1,1,1
K02016,1,1,1,1,1,1
K02017,1,1,1,1,1,1
K02018,1,1,1,1,1,1
K02019,1,1,1,1,1,1
K02020,1,1,1,1,1,1
K02021,1,1,1,1,1,1
K02022,1,1,1,1,1,1
K02024,1,0,1,0,0,1
K02025,1,1,1,1,1,1
K02026,1,1,1,1,1,1
K02027,1,1,1,1,1,1
K02028,1,1,1,1,1,1
K02029,1,1,1,1,1,1
K02030,1,1,1,1,1,1
K02031,1,1,1,1,1,1
K02032,1,1,1,1,1,1
K02033,1,1,1,1,1,1
K02034,1,1,1,1,1,1
K02035,1,1,1,1,1,1
K02036,1,1,1,1,1,1
K02037,1,1,1,1,1,1
K02038,1,1,1,1,1,1
K02039,1,1,1,1,1,1
K02040,1,1,1,1,1,1
K02041,1,1,1,1,1,1
K02042,1,1,1,1,1,1
K02043,1,1,1,1,1,1
K02044,1,1,1,1,1,1
K02045,1,1,1,1,1,1
K02046,1,1,1,1,1,1
K02047,1,1,1,1,1,1
K02048,1,1,1,1,1,1
K02049,1,1,1,1,1,1
K02050,1,1,1,1,1,1
K02051,1,1,1,1,1,1
K02052,1,1,1,1,1,1
K02053,1,1,1,1,1,1
K02054,1,1,1,1,1,1
K02055,1,1,1,1,1,1
K02056,1,1,1,1,1,1
K02057,1,1,1,1,1,1
K02058,1,1,1,1,1,1
K02062,1,1,1,1,1,1
K02063,1,1,1,1,1,1
K02064,1,1,1,1,1,1
K02065,1,1,1,1,1,1
K02066,1,1,1,1,1,1
K02067,1,1,1,1,1,1
K02068,1,1,1,1,1,1
K02069,1,1,1,1,1,1
K02071,1,1,1,1,1,1
K02072,1,1,1,1,1,1
K02073,1,1,1,0,1,1
K02074,1,1,1,1,1,1
K02075,1,1,1,1,1,1
K02076,0,0,0,0,0,0
K02077,1,1,1,1,1,1
K02078,1,1,1,1,1,1
K02079,0,0,1,0,0,0
K02080,1,0,1,1,0,1
K02081,1,1,1,1,1,1
K02082,1,1,1,1,1,1
K02083,1,1,1,1,1,1
K02084,0,0,0,0,1,0
K02086,0,0,0,0,0,0
K02087,0,0,0,0,1,0
K02088,0,0,0,0,1,0
K02089,0,0,0,0,0,0
K02090,0,0,0,0,1,0
K02091,0,0,0,0,0,0
K02092,1,1,1,1,1,1
K02093,1,1,1,1,1,1
K02094,1,1,1,1,1,1
K02095,1,1,1,1,1,1
K02096,1,1,1,1,1,1
